0,1,2
Calorie,kcal,71.0
Calorie,kj,295.0
Grassi,g,2.04
Carboidrati,g,3.67
Proteine,g,9.82
Fibre,g,1.1
Zuccheri,g,1.61
Acqua,g,82.95
Ceneri,g,1.51
Minerali,,
Calcio,mg,64.0
Sodio,mg,285.0
Potassio,mg,255.0
Ferro,mg,0.61
Vitamine,,
"Vitamina A, IU",IU,2074.0
Tiamina (Vit. B1),mg,0.055999999999999994
Riboflavina (Vit. B2),mg,0.069
Niacina (Vit. B3),mg,3.82
Acido Pantotenico (Vit. B5),mg,0.49200000000000005
Acido ascorbico (Vit. C),mg,10.6
Zuccheri,,
Destrosio,g,0.54
Fruttosio,g,0.68
Lattosio,g,0.0
Saccarosio,g,0.39
Lipidi,,
"Acidi grassi, monoinsaturi",g,0.606
"Acidi grassi, polinsaturi",g,0.294
"Acidi grassi, saturi",g,1.005
"Acidi grassi, trans",g,0.053
Colesterolo,mg,24.0
Grassi saturi,,
Grassi monoinsaturi,,
Grassi polinsaturi,,
Aminoacidi,,
Altro,,
