,0,1,2
0,Composizione chimica,valore per 100g,RDA (%)
1,Parte edibile,%,-
2,Acqua,3g,-
3,Carboidrati disponibili,"5,10g",-
4,Carboidrati complessi,1g,-
5,Zuccheri solubili,4g,-
6,Proteine,8g,-
7,Grassi (Lipidi),76g,-
8,Saturi totali,12g,-
9,Monoinsaturi totali,59g,-
10,Polinsaturi totali,1g,-
11,Colesterolo,0,-
12,Fibra totale,8g,-
13,Fibra solubile,,-
14,Fibra insolubile,,-
15,Alcol (g),0,-
16,Sodio,5mg,0.33% RDA
17,Potassio,363mg,7.72% RDA
18,Ferro,3mg,37.50% RDA
19,Calcio,70mg,7% RDA
20,Fosforo,198mg,28.29% RDA
21,Magnesio,118mg,28.10% RDA
22,Zinco,1mg,9.09% RDA
23,Rame,1mg,100% RDA
24,Selenio,4µg,7.27% RDA
25,Tiamina (Vit. B1),"0,70mg",58.33% RDA
26,Riboflavina (Vit. B2),"0,10mg",7.69% RDA
27,Niacina (Vit. B3 o PP),2mg,12.50% RDA
28,Vitamina A retinolo eq.,0µg,0% RDA
29,Vitamina C,1mg,1.11% RDA
30,Vitamina E,1mg,6.67% RDA
31,Vitamina B6,ND,-
32,Vitamina B12,ND,-
33,Manganese,ND,-
