0,1
Grassi saturi totali,6.00
C4:0\÷C10:0 (laurico),
C12:0 (laurico),
C14:0 (miristico),
C16:0 (palmitico),
C18:0 (stearico),
C20:0 (arachidico),
C22:0 (beenico),
Grassi monoinsaturi totali,3.00
C14:1 (miristoleico),0.00
C16:1 (palmitoleico),0.00
C18:1 (oleico),0.00
C20:1 (eicosaenoico),0.00
C22:1 (erucico),0.00
Grassi polinsaturi totali,0.50
C18:2 W6 (linoleico),
C18:3 W3 (linolenico),
C20:4 W6 (arachidonico),
C20:5 W3 (eicosapentaenoico - EPA),
C22:6 W3 (docosaesaenoico - DHA),
Rapporto Polinsaturi/Saturi,
