Valori nutrizionali,per porzione,% RDA
Valore calorico,51 kcal 212 kJ,"2,5 %"
Grassi,"2,3 g","3,6 %"
Grassi saturi,"1,2 g","5,5 %"
Grassi monoinsaturi,"0,8 g","2,7 %"
Grassi polinsaturi,"0,3 g","1,8 %"
Carboidrati,"7,1 g","2,7 %"
Zuccheri,"4,3 g","8,7 %"
Proteine,"0,4 g","0,5 %"
Fibre alimentari,"0,2 g","< 0,1 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"0,2 g","< 0,1 %"
