Valori nutrizionali,per porzione,% RDA
Valore calorico,50 kcal 210 kJ,"2,5 %"
Grassi,"< 0,1 g","0,1 %"
Grassi saturi,"< 0,1 g","< 0,1 %"
Grassi monoinsaturi,"< 0,1 g","< 0,1 %"
Grassi polinsaturi,"< 0,1 g","0,2 %"
Carboidrati,"11,6 g","4,3 %"
Zuccheri,"5,5 g","11,0 %"
Proteine,"1,8 g","2,4 %"
Fibre alimentari,"2,3 g","0,8 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"0,3 g","< 0,1 %"
