,0,1,2,3
1,Proteine(%): 1.3,,,
2,Lisina:,83,6.38,
3,Istidina:,29,2.23,
4,Arginina:,95,7.31,
5,Acido aspartico:,132,10.15,
6,Treonina:,66,5.08,
7,Serina:,59,4.54,
8,Acido glutamico:,159,12.23,
9,Prolina:,59,4.54,
10,Glicina:,77,5.92,
11,Alanina:,83,6.38,
12,Cistina:,12,0.92,
13,Valina:,81,6.23,
14,Metionina:,26,2,
15,Isoleucina:,71,5.46,
16,Leucina:,130,10,
17,Tirosina:,64,4.92,
18,Fenilalanina:,81,6.23,
19,Triptofano:,17,1.31,
20,Indice Chimico:,77,,
21,Aminoacido limitante:,Treo.,,
