,0,1,2
1,Parte edibile (%):,88,
2,Acqua (g):,93.6,
3,Proteine (g):,1.3,
4,Lipidi(g):,0.1,
5,Colesterolo (mg):,0,
6,Carboidrati disponibili (g):,1.4,
7,Amido (g):,0.1,
8,Zuccheri solubili (g):,1.3,
9,Fibra totale (g):,1.2,
10,Fibra solubile (g):,,
11,Fibra insolubile (g):,,
12,Alcol (g):,0,
13,Energia (kcal):,11,
14,Energia (kJ):,47,
15,Sodio (mg):,22,
16,Potassio (mg):,264,
17,Ferro (mg):,0.5,
18,Calcio (mg):,21,
19,Fosforo (mg):,65,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,0.08,
25,Riboflavina (mg):,0.12,
26,Niacina (mg):,0.7,
27,Vitamina A retinolo eq. (µg):,6,
28,Vitamina C (mg):,11,
29,Vitamina E (mg):,,
