,0,1,2
1,Parte edibile (%):,100,
2,Acqua (g):,12.5,
3,Proteine (g):,8.7,
4,Lipidi(g):,2.7,
5,Colesterolo (mg):,0,
6,Carboidrati disponibili (g):,80.8,
7,Amido (g):,72.1,
8,Zuccheri solubili (g):,1.5,
9,Fibra totale (g):,3.1,
10,Fibra solubile (g):,0.35,
11,Fibra insolubile (g):,2.76,
12,Alcol (g):,0,
13,Energia (kcal):,362,
14,Energia (kJ):,1515,
15,Sodio (mg):,1,
16,Potassio (mg):,130,
17,Ferro (mg):,1.8,
18,Calcio (mg):,6,
19,Fosforo (mg):,99,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,0.35,
25,Riboflavina (mg):,0.1,
26,Niacina (mg):,1.9,
27,Vitamina A retinolo eq. (µg):,67,valore riferito al mais giallo. il mais bianco contiene solo tracce di pigmenti con attività biologica
28,Vitamina C (mg):,0,
29,Vitamina E (mg):,tr,
