,0,1,2,3
1,Proteine(%): 11.7,,,
2,Lisina:,480,4.1,
3,Istidina:,269,2.3,
4,Arginina:,573,4.9,
5,Acido aspartico:,842,7.2,
6,Treonina:,433,3.7,
7,Serina:,491,4.2,
8,Acido glutamico:,2492,21.3,
9,Prolina:,608,5.2,
10,Glicina:,562,4.8,
11,Alanina:,491,4.2,
12,Cistina:,234,2,
13,Valina:,608,5.2,
14,Metionina:,187,1.6,
15,Isoleucina:,491,4.2,
16,Leucina:,784,6.7,
17,Tirosina:,374,3.2,
18,Fenilalanina:,550,4.7,
19,Triptofano:,143,1.22,
20,Indice Chimico:,71,,
21,Aminoacido limitante:,Lis.,,
