Minerali,per porzione,% RDA
Calcio,"50,8 mg","5,1 %"
Rame,"0,1 mg","14,2 %"
Ferro,"0,7 mg","4,8 %"
Magnesio,"64,7 mg","21,6 %"
Manganese,"0,1 mg","6,6 %"
Fosforo,"532,8 mg","76,1 %"
Potassio,"625,2 mg","31,3 %"
Selenio,"< 0,1 mg","83,2 %"
Zinco,"2,0 mg","27,9 %"
