Vitamine,per porzione,% RDA
Vitamina A,"0,0 mg","0,0 %"
Vitamina B1,"1,0 mg","89,6 %"
Vitamina B11,"0,4 mg","87,6 %"
Vitamina B12,"0,0 mg","0,0 %"
Vitamina B2,"0,2 mg","14,1 %"
Vitamina B3,"23,3 mg","145,3 %"
Vitamina B5,"2,6 mg","43,0 %"
Vitamina B6,"0,5 mg","36,3 %"
Vitamina C,"0,0 mg","0,0 %"
Vitamina D,"0,0 mg","0,0 %"
Vitamina E,"0,0 mg","0,0 %"
Vitamina K,"0,0 mg","0,0 %"
