Valori nutrizionali,per porzione,% RDA
Valore calorico,78 kcal 328 kJ,"3,9 %"
Grassi,"1,0 g","1,5 %"
Grassi saturi,"0,2 g","1,1 %"
Grassi monoinsaturi,"0,2 g","0,6 %"
Grassi polinsaturi,"0,5 g","3,1 %"
Carboidrati,"14,3 g","5,4 %"
Zuccheri,"1,8 g","3,5 %"
Proteine,"3,0 g","4,1 %"
Fibre alimentari,"1,2 g","0,4 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"0,2 g","< 0,1 %"
Acqua,"10,0 g","0,5 %"
