Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Come vendutoper porzione (68 g),Viennoiseries,Sugary snacks
Grassi,13 g,"8,84 g","-31%18,8 g","-41%22,2 g"
- Acidi Grassi saturi,"5,2 g","3,54 g","-46%9,68 g","-52%10,8 g"
Carboidrati,53 g,36 g,"+5%50,7 g",-10%59 g
- Zuccheri,"5,2 g","3,54 g","-78%23,8 g","-81%26,8 g"
Fibra alimentare,"2,8 g","1,9 g",?,"-36%4,39 g"
Proteine,"9,4 g","6,39 g","+26%7,49 g","+31%7,15 g"
Sale,"0,6 g","0,408 g","+40%0,428 g","+26%0,477 g"
Sodio,"0,236 g","0,161 g","+40%0,169 g","+26%0,188 g"
Nutrition score - France,10,10,"-48%19,2","-40%16,7"
Nutri-Score,C,C,E,D
