0,1
Grassi saturi totali,
C4:0\÷C10:0 (laurico),0.00
C12:0 (laurico),0.00
C14:0 (miristico),
C16:0 (palmitico),
C18:0 (stearico),
C20:0 (arachidico),0.00
C22:0 (beenico),0.00
Grassi monoinsaturi totali,
C14:1 (miristoleico),0.00
C16:1 (palmitoleico),
C18:1 (oleico),
C20:1 (eicosaenoico),0.00
C22:1 (erucico),0.00
Grassi polinsaturi totali,
C18:2 W6 (linoleico),
C18:3 W3 (linolenico),
C20:4 W6 (arachidonico),
C20:5 W3 (eicosapentaenoico - EPA),0.00
C22:6 W3 (docosaesaenoico - DHA),0.00
Rapporto Polinsaturi/Saturi,1.00
