,0,1,2
1,Parte edibile (%):,94,
2,Acqua (g):,90.5,
3,Proteine (g):,0.9,
4,Lipidi(g):,0.4,
5,Colesterolo (mg):,0,
6,Carboidrati disponibili (g):,5.3,
7,Amido (g):,0,
8,Zuccheri solubili (g):,5.3,
9,Fibra totale (g):,1.6,
10,Fibra solubile (g):,0.45,
11,Fibra insolubile (g):,1.13,
12,Alcol (g):,0,
13,Energia (kcal):,27,
14,Energia (kJ):,113,
15,Sodio (mg):,2,
16,Potassio (mg):,160,
17,Ferro (mg):,0.8,
18,Calcio (mg):,35,
19,Fosforo (mg):,28,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,0.02,
25,Riboflavina (mg):,0.04,
26,Niacina (mg):,0.5,
27,Vitamina A retinolo eq. (µg):,tr,
28,Vitamina C (mg):,54,
29,Vitamina E (mg):,,
