Valori nutrizionali,per porzione,% RDA
Valore calorico,241 kcal 1.008 kJ,"12,0 %"
Grassi,"0,8 g","1,3 %"
Grassi saturi,"0,2 g","1,0 %"
Grassi monoinsaturi,"< 0,1 g","0,2 %"
Grassi polinsaturi,"0,4 g","2,3 %"
Carboidrati,"43,3 g","16,2 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"16,5 g","22,6 %"
Fibre alimentari,"17,7 g","5,9 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"0,4 g","< 0,1 %"
Acqua,"114,4 g","5,7 %"
