0,1
Grassi saturi totali,4.59
C4:0\÷C10:0 (laurico),0.64
C12:0 (laurico),0.16
C14:0 (miristico),0.70
C16:0 (palmitico),1.99
C18:0 (stearico),0.68
C20:0 (arachidico),
C22:0 (beenico),
Grassi monoinsaturi totali,1.78
C14:1 (miristoleico),
C16:1 (palmitoleico),0.14
C18:1 (oleico),1.56
C20:1 (eicosaenoico),
C22:1 (erucico),
Grassi polinsaturi totali,0.14
C18:2 W6 (linoleico),0.07
C18:3 W3 (linolenico),0.07
C20:4 W6 (arachidonico),0.00
C20:5 W3 (eicosapentaenoico - EPA),
C22:6 W3 (docosaesaenoico - DHA),
Rapporto Polinsaturi/Saturi,0.00
