Valori nutrizionali,per porzione,% RDA
Valore calorico,52 kcal 217 kJ,"2,6 %"
Grassi,"0,3 g","0,4 %"
Grassi saturi,"< 0,1 g","0,4 %"
Grassi monoinsaturi,"< 0,1 g","< 0,1 %"
Grassi polinsaturi,"0,2 g","1,0 %"
Carboidrati,"9,2 g","3,5 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"3,1 g","4,2 %"
Fibre alimentari,"7,3 g","2,4 %"
Colesterolo,"6,6 mg","22,0 %"
Sodio,"0,9 g","0,2 %"
Acqua,"2,8 g","0,1 %"
