Minerali,per porzione,% RDA
Calcio,"57,0 mg","5,7 %"
Rame,"1,0 mg","103,0 %"
Ferro,"5,0 mg","33,5 %"
Magnesio,"86,0 mg","28,7 %"
Manganese,"0,4 mg","22,4 %"
Fosforo,"141,0 mg","20,1 %"
Potassio,"347,0 mg","17,4 %"
Selenio,"< 0,1 mg","149,3 %"
Zinco,"1,6 mg","23,3 %"
