Valori nutrizionali,per porzione,% RDA
Valore calorico,88 kcal 367 kJ,"4,4 %"
Grassi,"1,9 g","2,9 %"
Grassi saturi,"0,4 g","1,6 %"
Grassi monoinsaturi,"0,6 g","2,2 %"
Grassi polinsaturi,"0,7 g","4,9 %"
Carboidrati,"25,1 g","9,3 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"7,0 g","9,6 %"
Fibre alimentari,"5,7 g","1,9 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"184,0 g","9,2 %"
