,0,1,2
0,Composizione chimica,valore per 100g,RDA (%)
1,Parte edibile,60%,-
2,Acqua,"79,80g",-
3,Carboidrati disponibili,"0,20g",-
4,Carboidrati complessi,0,-
5,Zuccheri solubili,"0,20g",-
6,Proteine,"15,50g",-
7,Grassi (Lipidi),"3,30g",-
8,Saturi totali,,-
9,Monoinsaturi totali,,-
10,Polinsaturi totali,,-
11,Colesterolo,,-
12,Fibra totale,0,-
13,Fibra solubile,0,-
14,Fibra insolubile,0,-
15,Alcol (g),0,-
16,Sodio,63mg,4.20% RDA
17,Potassio,380mg,8.09% RDA
18,Ferro,"3,70mg",46.25% RDA
19,Calcio,5mg,0.50% RDA
20,Fosforo,130mg,18.57% RDA
21,Magnesio,ND,-
22,Zinco,ND,-
23,Rame,ND,-
24,Selenio,ND,-
25,Tiamina (Vit. B1),ND,-
26,Riboflavina (Vit. B2),ND,-
27,Niacina (Vit. B3 o PP),ND,-
28,Vitamina A retinolo eq.,ND,-
29,Vitamina C,Tracce,0% RDA
30,Vitamina E,ND,-
31,Vitamina B6,ND,-
32,Vitamina B12,ND,-
33,Manganese,ND,-
