Minerali,per porzione,% RDA
Calcio,"10,6 mg","1,1 %"
Rame,"< 0,1 mg","4,2 %"
Ferro,"0,3 mg","2,0 %"
Magnesio,"17,7 mg","5,9 %"
Manganese,"< 0,1 mg","2,4 %"
Fosforo,"19,5 mg","2,8 %"
Potassio,"403,6 mg","20,2 %"
Selenio,"< 0,1 mg","4,1 %"
Zinco,"0,2 mg","2,3 %"
