Valori nutrizionali,per porzione,% RDA
Valore calorico,280 kcal 1.170 kJ,"14,0 %"
Grassi,"16,4 g","25,2 %"
Grassi saturi,"3,8 g","17,2 %"
Grassi monoinsaturi,"8,9 g","30,7 %"
Grassi polinsaturi,"2,8 g","18,6 %"
Carboidrati,"29,7 g","11,1 %"
Zuccheri,"16,8 g","33,6 %"
Proteine,"4,6 g","6,3 %"
Fibre alimentari,"1,3 g","0,4 %"
Colesterolo,"29,9 mg","99,7 %"
Sodio,"0,2 g","< 0,1 %"
Acqua,"13,3 g","0,7 %"
