0,1,2
Calorie,kcal,21.0
Calorie,kj,88.0
Grassi,g,0.4
Carboidrati,g,3.11
Proteine,g,2.71
Fibre,g,1.1
Acqua,g,92.73
Ceneri,g,1.05
Minerali,,
Calcio,mg,21.0
Sodio,mg,3.0
Fosforo,mg,93.0
Potassio,mg,459.0
Ferro,mg,0.79
Magnesio,mg,33.0
Zinco,mg,0.83
Rame,mg,0.09699999999999999
Manganese,mg,0.196
Selenio,mcg,0.3
Vitamine,,
Retinolo (Vit. A),mcg,0.0
"Vitamina A, IU",IU,490.0
"Vitamina A, RAE",mcg_RAE,25.0
Tiamina (Vit. B1),mg,0.042
Riboflavina (Vit. B2),mg,0.036000000000000004
Niacina (Vit. B3),mg,0.705
Acido Pantotenico (Vit. B5),mg,0.36700000000000005
Piridossina (Vit. B6),mg,0.142
Acido folico (Vit. B9 o M o Folacina),mcg,0.0
Folato alimentare,mcg,20.0
"Folato, DFE",mcg_DFE,20.0
"Folati, totali",mcg,20.0
Cobalamina (Vit. B12),mcg,0.0
Acido ascorbico (Vit. C),mg,34.1
Vitamina D (D2+D3),mcg,0.0
Colecalcifenolo (Vit. D),IU,0.0
Zuccheri,,
Lipidi,,
"Acidi grassi, monoinsaturi",g,0.031
"Acidi grassi, polinsaturi",g,0.16899999999999998
"Acidi grassi, saturi",g,0.083
Colesterolo,mg,0.0
Grassi saturi,,
12:0,g,0.003
16:0,g,0.071
18:0,g,0.009000000000000001
Grassi monoinsaturi,,
16:1 indifferenziato,g,0.003
18:1 indifferenziato,g,0.028999999999999998
Grassi polinsaturi,,
18:2 indifferenziato,g,0.063
18:3 indifferenziato,g,0.106
Aminoacidi,,
Acido aspartico,g,0.332
Acido glutammico,g,0.29100000000000004
Alanina,g,0.142
Arginina,g,0.115
Cistina,g,0.028999999999999998
Fenilalanina,g,0.096
Glicina,g,0.10300000000000001
Isoleucina,g,0.098
Istidina,g,0.059000000000000004
Leucina,g,0.159
Lisina,g,0.151
Metionina,g,0.039
Prolina,g,0.085
Serina,g,0.111
Tirosina,g,0.073
Treonina,g,0.066
Triptofano,g,0.024
Valina,g,0.12300000000000001
Altro,,
