Vitamine,per porzione,% RDA
Vitamina A,"0,0 mg","0,0 %"
Vitamina B1,"5,0 mg","450,8 %"
Vitamina B11,"0,0 mg","0,0 %"
Vitamina B12,"< 0,1 mg","101,0 %"
Vitamina B2,"1,7 mg","121,6 %"
Vitamina B3,"33,4 mg","208,6 %"
Vitamina B5,"4,2 mg","70,4 %"
Vitamina B6,"3,9 mg","275,9 %"
Vitamina C,"0,0 mg","0,0 %"
Vitamina D,"< 0,1 mg","< 0,1 %"
Vitamina E,"1,1 mg","9,3 %"
Vitamina K,"0,0 mg","0,0 %"
