Minerali,per porzione,% RDA
Calcio,"889,5 mg","89,0 %"
Rame,"0,6 mg","61,7 %"
Ferro,"12,3 mg","82,2 %"
Magnesio,"189,8 mg","63,3 %"
Manganese,"1,8 mg","90,1 %"
Fosforo,"1.091,1 mg","155,9 %"
Potassio,"1.956,9 mg","97,8 %"
Selenio,"0,1 mg","359,8 %"
Zinco,"5,7 mg","81,3 %"
