0,1,2
Calorie,kcal,175.0
Calorie,kj,732.0
Grassi,g,6.05
Carboidrati,g,0.0
Proteine,g,28.14
Fibre,g,0.0
Acqua,g,63.98
Ceneri,g,1.31
Minerali,,
Calcio,mg,8.0
Sodio,mg,55.0
Fosforo,mg,247.0
Potassio,mg,379.0
Ferro,mg,5.03
Magnesio,mg,25.0
Zinco,mg,3.82
Rame,mg,0.171
Manganese,mg,0.022000000000000002
Selenio,mcg,13.5
Vitamine,,
Retinolo (Vit. A),mcg,0.0
"Vitamina A, IU",IU,0.0
"Vitamina A, RAE",mcg_RAE,0.0
Tiamina (Vit. B1),mg,0.1
Riboflavina (Vit. B2),mg,0.12
Niacina (Vit. B3),mg,4.84
Piridossina (Vit. B6),mg,0.33
Cobalamina (Vit. B12),mcg,3.16
Acido ascorbico (Vit. C),mg,2.0
Zuccheri,,
Lipidi,,
"Acidi grassi, monoinsaturi",g,2.12
"Acidi grassi, polinsaturi",g,0.85
"Acidi grassi, saturi",g,1.9
Colesterolo,mg,68.0
Grassi saturi,,
12:0,g,0.01
14:0,g,0.22
16:0,g,1.41
18:0,g,0.2
Grassi monoinsaturi,,
16:1 indifferenziato,g,0.41
18:1 indifferenziato,g,1.71
Grassi polinsaturi,,
18:2 indifferenziato,g,0.38
18:3 indifferenziato,g,0.47
Aminoacidi,,
Acido aspartico,g,2.7680000000000002
Acido glutammico,g,4.101
Alanina,g,1.6159999999999999
Arginina,g,1.8430000000000002
Cistina,g,0.39299999999999996
Fenilalanina,g,1.157
Glicina,g,1.359
Isoleucina,g,1.334
Istidina,g,1.081
Leucina,g,2.2319999999999998
Lisina,g,2.398
Metionina,g,0.623
Prolina,g,1.307
Serina,g,1.074
Tirosina,g,0.882
Treonina,g,1.262
Triptofano,g,0.349
Valina,g,1.4580000000000002
Altro,,
