0,1
Grassi saturi totali,14.02
C4:0\÷C10:0 (laurico),0.00
C12:0 (laurico),0.00
C14:0 (miristico),0.15
C16:0 (palmitico),9.79
C18:0 (stearico),3.68
C20:0 (arachidico),0.40
C22:0 (beenico),0.00
Grassi monoinsaturi totali,22.76
C14:1 (miristoleico),0.00
C16:1 (palmitoleico),0.30
C18:1 (oleico),22.26
C20:1 (eicosaenoico),0.20
C22:1 (erucico),0.00
Grassi polinsaturi totali,58.96
C18:2 W6 (linoleico),51.36
C18:3 W3 (linolenico),7.60
C20:4 W6 (arachidonico),0.00
C20:5 W3 (eicosapentaenoico - EPA),0.00
C22:6 W3 (docosaesaenoico - DHA),0.00
Rapporto Polinsaturi/Saturi,4.20
