0,1
Grassi saturi totali,1.08
C4:0\÷C10:0 (laurico),0.00
C12:0 (laurico),0.00
C14:0 (miristico),0.11
C16:0 (palmitico),0.65
C18:0 (stearico),0.18
C20:0 (arachidico),
C22:0 (beenico),
Grassi monoinsaturi totali,2.32
C14:1 (miristoleico),
C16:1 (palmitoleico),0.65
C18:1 (oleico),1.15
C20:1 (eicosaenoico),0.07
C22:1 (erucico),0.40
Grassi polinsaturi totali,1.43
C18:2 W6 (linoleico),0.51
C18:3 W3 (linolenico),0.27
C20:4 W6 (arachidonico),0.15
C20:5 W3 (eicosapentaenoico - EPA),0.23
C22:6 W3 (docosaesaenoico - DHA),0.11
Rapporto Polinsaturi/Saturi,1.30
