Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Yogurt,Fermented foods,Fermented milk products,Latticini
Grassi,"0,9 g","-67%2,69 g","-92%11,9 g","-92%11,9 g","-94%15,4 g"
- Acidi Grassi saturi,"0,6 g","-66%1,75 g","-92%7,9 g","-92%7,9 g","-94%9,61 g"
Carboidrati,"5,2 g","-58%12,3 g","-27%7,16 g","-27%7,16 g","-15%6,1 g"
- Zuccheri,"5,2 g","-54%11,4 g","-16%6,16 g","-16%6,16 g","-4%5,42 g"
Proteine,"3,4 g","-12%3,88 g",-66%10 g,-66%10 g,"-57%7,89 g"
Sale,"0,1 g","-12%0,113 g","-81%0,529 g","-81%0,529 g","-75%0,405 g"
Sodio,"0,039 g","-12%0,044 g","-81%0,208 g","-81%0,208 g","-75%0,159 g"
Nutrition score - France,-1,"-147%2,11","-116%6,32","-116%6,32","-117%5,86"
Nutri-Score,A,C,C,C,C
