Minerali,per porzione,% RDA
Calcio,"12,5 mg","1,3 %"
Rame,"0,1 mg","10,3 %"
Ferro,"0,7 mg","4,5 %"
Magnesio,"15,0 mg","5,0 %"
Manganese,"0,9 mg","45,1 %"
Fosforo,"10,0 mg","1,4 %"
Potassio,"115,0 mg","5,8 %"
Selenio,"< 0,1 mg","0,8 %"
Zinco,"0,2 mg","2,1 %"
