,0,1,2
0,Composizione chimica,valore per 100g,RDA (%)
1,Parte edibile,100%,-
2,Acqua,"64,90g",-
3,Carboidrati disponibili,"1,20g",-
4,Carboidrati complessi,0,-
5,Zuccheri solubili,"1,20g",-
6,Proteine,"25,40g",-
7,Grassi (Lipidi),"4,50g",-
8,Saturi totali,"1,11g",-
9,Monoinsaturi totali,"1,72g",-
10,Polinsaturi totali,"1,15g",-
11,Colesterolo,50mg,-
12,Fibra totale,0,-
13,Fibra solubile,0,-
14,Fibra insolubile,0,-
15,Alcol (g),0,-
16,Sodio,1880mg,100% RDA
17,Potassio,420mg,8.94% RDA
18,Ferro,"0,60mg",7.50% RDA
19,Calcio,19mg,1.90% RDA
20,Fosforo,250mg,35.71% RDA
21,Magnesio,ND,-
22,Zinco,ND,-
23,Rame,ND,-
24,Selenio,ND,-
25,Tiamina (Vit. B1),"0,16mg",13.33% RDA
26,Riboflavina (Vit. B2),"0,17mg",13.08% RDA
27,Niacina (Vit. B3 o PP),"8,80mg",55% RDA
28,Vitamina A retinolo eq.,13µg,1.44% RDA
29,Vitamina C,Tracce,0% RDA
30,Vitamina E,ND,-
31,Vitamina B6,ND,-
32,Vitamina B12,ND,-
33,Manganese,ND,-
