Minerali,per porzione,% RDA
Calcio,"641,2 mg","64,1 %"
Rame,"< 0,1 mg","2,6 %"
Ferro,"0,2 mg","1,2 %"
Magnesio,"26,2 mg","8,7 %"
Manganese,"< 0,1 mg","0,9 %"
Fosforo,"460,8 mg","65,8 %"
Potassio,"112,5 mg","5,6 %"
Selenio,"< 0,1 mg","72,4 %"
Zinco,"3,2 mg","45,5 %"
