Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Yogurt alla frutta,Yogurt,Fermented foods,Fermented milk products,Latticini
Grassi,"5,2 g","+79%2,91 g","+93%2,69 g","-56%11,9 g","-56%11,9 g","-66%15,4 g"
- Acidi Grassi saturi,"2,4 g","+33%1,81 g","+37%1,75 g","-70%7,9 g","-70%7,9 g","-75%9,61 g"
Carboidrati,"14,7 g","+14%12,9 g","+20%12,3 g","+105%7,16 g","+105%7,16 g","+141%6,1 g"
- Zuccheri,"14,4 g","+18%12,2 g","+26%11,4 g","+134%6,16 g","+134%6,16 g","+166%5,42 g"
Proteine,"3,2 g","-3%3,3 g","-18%3,88 g",-68%10 g,-68%10 g,"-59%7,89 g"
Sale,"0,1 g","-14%0,116 g","-12%0,113 g","-81%0,529 g","-81%0,529 g","-75%0,405 g"
Sodio,"0,039 g","-14%0,046 g","-12%0,044 g","-81%0,208 g","-81%0,208 g","-75%0,159 g"
"Fruits, vegetables and nuts (estimate from ingredients list)",1 %,?,?,?,?,?
Nutrition score - France,5,"+61%3,1","+137%2,11","-21%6,32","-21%6,32","-15%5,86"
Nutri-Score,C,C,C,C,C,C
