0,1,2
Calorie,kcal,112.0
Calorie,kj,469.0
Grassi,g,1.51
Carboidrati,g,2.43
Proteine,g,20.6
Fibre,g,0.0
Acqua,g,74.07
Ceneri,g,1.39
Minerali,,
Calcio,mg,49.0
Sodio,mg,177.0
Fosforo,mg,238.0
Potassio,mg,180.0
Ferro,mg,1.22
Magnesio,mg,40.0
Zinco,mg,5.67
Rame,mg,0.381
Manganese,mg,0.015
Selenio,mcg,46.2
Vitamine,,
Retinolo (Vit. A),mcg,5.0
"Vitamina A, IU",IU,17.0
"Vitamina A, RAE",mcg_RAE,5.0
Tiamina (Vit. B1),mg,0.006999999999999999
Riboflavina (Vit. B2),mg,0.046
Niacina (Vit. B3),mg,4.245
Acido Pantotenico (Vit. B5),mg,0.35
Piridossina (Vit. B6),mg,0.15
Acido folico (Vit. B9 o M o Folacina),mcg,0.0
Folato alimentare,mcg,1.0
"Folato, DFE",mcg_DFE,1.0
"Folati, totali",mcg,1.0
Cobalamina (Vit. B12),mcg,3.5
Acido ascorbico (Vit. C),mg,2.0
Zuccheri,,
Lipidi,,
"Acidi grassi, monoinsaturi",g,0.275
"Acidi grassi, polinsaturi",g,0.59
"Acidi grassi, saturi",g,0.237
Colesterolo,mg,70.0
Grassi saturi,,
4:0,g,0.0
6:0,g,0.0
8:0,g,0.0
10:0,g,0.0
12:0,g,0.0
14:0,g,0.006
16:0,g,0.149
18:0,g,0.08
Grassi monoinsaturi,,
16:1 indifferenziato,g,0.039
18:1 indifferenziato,g,0.20800000000000002
20:1,g,0.027000000000000003
22:1 indifferenziato,g,0.0
Grassi polinsaturi,,
18:2 indifferenziato,g,0.013000000000000001
18:3 indifferenziato,g,0.008
18:4,g,0.005
20:4 indifferenziato,g,0.154
20:5 n-3,g,0.265
22:5 n-3,g,0.034
22:6 n-3,g,0.10800000000000001
Aminoacidi,,
Acido aspartico,g,2.129
Acido glutammico,g,3.512
Alanina,g,1.166
Arginina,g,1.7990000000000002
Cistina,g,0.231
Fenilalanina,g,0.87
Glicina,g,1.242
Isoleucina,g,0.998
Istidina,g,0.418
Leucina,g,1.6340000000000001
Lisina,g,1.7919999999999998
Metionina,g,0.58
Prolina,g,0.679
Serina,g,0.8109999999999999
Tirosina,g,0.685
Treonina,g,0.8340000000000001
Triptofano,g,0.287
Valina,g,0.9690000000000001
Altro,,
Alcol etilico,g,0.0
