Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Come vendutoper porzione (30 g),Aliments-d-origine-vegetale,Aliments-et-boissons-a-base-de-vegetaux
Grassi,"49,7 g","14,9 g","+104%24,4 g","+117%22,9 g"
- Acidi Grassi saturi,"7,7 g","2,31 g","+116%3,57 g","+130%3,35 g"
Carboidrati,"12,9 g","3,87 g","-69%41,2 g","-67%39,2 g"
- Zuccheri,"4,9 g","1,47 g","+61%3,04 g","+41%3,47 g"
Fibra alimentare,"8,4 g","2,52 g","+56%5,38 g","+72%4,89 g"
Proteine,"24,3 g","7,29 g","+194%8,27 g","+214%7,75 g"
Sale,"0,02 g","0,006 g","-98%0,889 g","-98%0,833 g"
Sodio,"0,008 g","0,002 g","-98%0,35 g","-98%0,328 g"
Nutrition score - France,10,10,"+52%6,6","+55%6,44"
Nutri-Score,C,C,C,C
