Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Come vendutoper porzione (125 ml),Latticini
Grassi,?,?,"15,4 g"
Carboidrati,?,?,"6,1 g"
Proteine,?,?,"7,89 g"
Calcio,96 mg,120 mg,-64%268 mg
