Valori nutrizionali,per porzione,% RDA
Valore calorico,11 kcal 48 kJ,"0,6 %"
Grassi,"0,4 g","0,5 %"
Grassi saturi,"< 0,1 g","0,3 %"
Grassi monoinsaturi,"0,2 g","0,8 %"
Grassi polinsaturi,"< 0,1 g","0,1 %"
Carboidrati,"1,9 g","0,7 %"
Zuccheri,"< 0,1 g","< 0,1 %"
Proteine,"0,2 g","0,2 %"
Fibre alimentari,"0,2 g","< 0,1 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"4,4 g","0,2 %"
