Vitamine,per porzione,% RDA
Vitamina A,"0,0 mg","0,0 %"
Vitamina B1,"0,1 mg","9,3 %"
Vitamina B11,"0,2 mg","59,6 %"
Vitamina B12,"0,0 mg","0,0 %"
Vitamina B2,"0,1 mg","10,0 %"
Vitamina B3,"1,0 mg","6,4 %"
Vitamina B5,"0,3 mg","4,5 %"
Vitamina B6,"0,2 mg","16,4 %"
Vitamina C,"195,0 mg","243,8 %"
Vitamina D,"0,0 mg","0,0 %"
Vitamina E,"0,0 mg","0,0 %"
Vitamina K,"0,0 mg","0,0 %"
