Informazioni nutrizionali,Come vendutoper 100 g / 100 ml
Grassi,"0,2 g"
- Acidi Grassi saturi,"0,1 g"
Carboidrati,"78,7 g"
- Zuccheri,"0,3 g"
Proteine,"6,5 g"
Sale,"0,13 g"
Sodio,"0,051 g"
Nutrition score - France,0
Nutri-Score,B
