Informazioni nutrizionali,Come vendutoper 100 g / 100 ml
Grassi,"77,7 g"
- Acidi Grassi saturi,"8,6 g"
Carboidrati,"2,8 g"
- Zuccheri,"2,4 g"
Proteine,"1,4 g"
Sale,"1,2 g"
Sodio,"0,472 g"
Nutrition score - France,21
Nutri-Score,E
