0,1
Grassi saturi totali,9.74
C4:0\÷C10:0 (laurico),0.00
C12:0 (laurico),0.00
C14:0 (miristico),0.52
C16:0 (palmitico),6.15
C18:0 (stearico),2.75
C20:0 (arachidico),0.31
C22:0 (beenico),0.00
Grassi monoinsaturi totali,15.38
C14:1 (miristoleico),0.00
C16:1 (palmitoleico),0.87
C18:1 (oleico),13.99
C20:1 (eicosaenoico),0.52
C22:1 (erucico),0.00
Grassi polinsaturi totali,5.45
C18:2 W6 (linoleico),4.79
C18:3 W3 (linolenico),0.27
C20:4 W6 (arachidonico),0.39
C20:5 W3 (eicosapentaenoico - EPA),
C22:6 W3 (docosaesaenoico - DHA),
Rapporto Polinsaturi/Saturi,0.60
