Valori nutrizionali,per porzione,% RDA
Valore calorico,253 kcal 1.059 kJ,"12,6 %"
Grassi,"10,0 g","15,5 %"
Grassi saturi,"1,4 g","6,5 %"
Grassi monoinsaturi,"3,7 g","12,8 %"
Grassi polinsaturi,"2,7 g","17,8 %"
Carboidrati,"25,7 g","9,6 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"18,3 g","25,0 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"0,4 g","< 0,1 %"
Acqua,"115,6 g","5,8 %"
