,0,1,2
0,Composizione chimica,valore per 100g,RDA (%)
1,Parte edibile,100%,-
2,Acqua,"37,70g",-
3,Carboidrati disponibili,"1,10g",-
4,Carboidrati complessi,0,-
5,Zuccheri solubili,0,-
6,Proteine,"25,40g",-
7,Grassi (Lipidi),31g,-
8,Saturi totali,"10,99g",-
9,Monoinsaturi totali,"15,24g",-
10,Polinsaturi totali,"3,16g",-
11,Colesterolo,104mg,-
12,Fibra totale,0,-
13,Fibra solubile,0,-
14,Fibra insolubile,0,-
15,Alcol (g),0,-
16,Sodio,"3,90mg",0.26% RDA
17,Potassio,657mg,13.98% RDA
18,Ferro,"1,20mg",15% RDA
19,Calcio,19mg,1.90% RDA
20,Fosforo,204mg,29.14% RDA
21,Magnesio,21mg,5% RDA
22,Zinco,"3,04mg",27.64% RDA
23,Rame,"0,13mg",13% RDA
24,Selenio,0,0% RDA
25,Tiamina (Vit. B1),"0,53mg",44.17% RDA
26,Riboflavina (Vit. B2),"0,17mg",13.08% RDA
27,Niacina (Vit. B3 o PP),"4,97mg",31.06% RDA
28,Vitamina A retinolo eq.,0,0% RDA
29,Vitamina C,0,0% RDA
30,Vitamina E,"0,08mg",0.53% RDA
31,Vitamina B6,"0,16mg",12.31% RDA
32,Vitamina B12,"0,56µg",23.33% RDA
33,Manganese,"0,02mg",0.87% RDA
