Vitamine,per porzione,% RDA
Vitamina A,"0,0 mg","0,0 %"
Vitamina B1,"1,7 mg","152,9 %"
Vitamina B11,"0,2 mg","59,6 %"
Vitamina B12,"0,0 mg","0,0 %"
Vitamina B2,"0,9 mg","65,6 %"
Vitamina B3,"11,3 mg","70,8 %"
Vitamina B5,"0,2 mg","3,6 %"
Vitamina B6,"0,5 mg","38,7 %"
Vitamina C,"0,0 mg","0,0 %"
Vitamina D,"0,0 mg","0,0 %"
Vitamina E,"0,1 mg","1,1 %"
Vitamina K,"0,0 mg","0,0 %"
