Valori nutrizionali,per porzione,% RDA
Valore calorico,553 kcal 2.315 kJ,"27,7 %"
Grassi,"43,9 g","67,5 %"
Grassi saturi,"7,8 g","35,4 %"
Grassi monoinsaturi,"23,8 g","82,1 %"
Grassi polinsaturi,"7,8 g","52,3 %"
Carboidrati,"30,2 g","11,3 %"
Zuccheri,"5,9 g","11,8 %"
Proteine,"18,2 g","25,0 %"
Fibre alimentari,"3,3 g","1,1 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"5,2 g","0,3 %"
