,0,1,2,3
1,Proteine(%): 11.5,,,
2,Lisina:,240,2.09,
3,Istidina:,236,2.05,
4,Arginina:,404,3.51,
5,Acido aspartico:,458,3.98,
6,Treonina:,319,2.77,
7,Serina:,561,4.88,
8,Acido glutamico:,4181,36.36,
9,Prolina:,1265,11,
10,Glicina:,351,3.05,
11,Alanina:,336,2.92,
12,Cistina:,282,2.45,
13,Valina:,498,4.33,
14,Metionina:,179,1.56,
15,Isoleucina:,424,3.69,
16,Leucina:,813,7.07,
17,Tirosina:,294,2.56,
18,Fenilalanina:,562,4.89,
19,Triptofano:,113,0.98,
20,Indice Chimico:,36,,
21,Aminoacido limitante:,Lis.,,
