Minerali,per porzione,% RDA
Calcio,"2,5 mg","0,3 %"
Rame,"< 0,1 mg","1,0 %"
Ferro,"0,2 mg","1,6 %"
Magnesio,"3,4 mg","1,1 %"
Manganese,"< 0,1 mg","0,2 %"
Fosforo,"25,4 mg","3,6 %"
Potassio,"29,2 mg","1,5 %"
Selenio,"< 0,1 mg","13,0 %"
Zinco,"0,3 mg","4,9 %"
