,0,1,2,3
1,Proteine(%): 2.2,,,
2,Lisina:,132,6,
3,Istidina:,50,2.27,
4,Arginina:,155,7.05,
5,Acido aspartico:,201,9.14,
6,Treonina:,116,5.27,
7,Serina:,99,4.5,
8,Acido glutamico:,363,16.5,
9,Prolina:,87,3.95,
10,Glicina:,107,4.86,
11,Alanina:,194,8.82,
12,Cistina:,20,0.91,
13,Valina:,115,5.23,
14,Metionina:,32,1.45,
15,Isoleucina:,89,4.05,
16,Leucina:,172,7.82,
17,Tirosina:,86,3.91,
18,Fenilalanina:,88,4,
19,Triptofano:,51,2.32,
20,Indice Chimico:,95,,
21,Aminoacido limitante:,Solf.,,
