Minerali,per porzione,% RDA
Calcio,"105,4 mg","10,5 %"
Rame,"0,3 mg","30,7 %"
Ferro,"4,0 mg","26,3 %"
Magnesio,"57,1 mg","19,0 %"
Manganese,"1,5 mg","73,5 %"
Fosforo,"83,4 mg","11,9 %"
Potassio,"430,2 mg","21,5 %"
Selenio,"< 0,1 mg","2,9 %"
Zinco,"0,9 mg","12,5 %"
