Minerali,per porzione,% RDA
Calcio,"30,2 mg","3,0 %"
Rame,"0,3 mg","29,6 %"
Ferro,"4,7 mg","31,0 %"
Magnesio,"52,1 mg","17,4 %"
Manganese,"1,7 mg","84,6 %"
Fosforo,"211,7 mg","30,2 %"
Potassio,"257,0 mg","12,9 %"
Selenio,"< 0,1 mg","184,2 %"
Zinco,"2,3 mg","32,6 %"
