Informazioni nutrizionali,Come vendutoper 100 g / 100 ml
Grassi,"2,2 g"
- Acidi Grassi saturi,"0,4 g"
Carboidrati,"7,4 g"
- Zuccheri,"6,3 g"
Fibra alimentare,"1,3 g"
Proteine,"1,9 g"
Sale,"1,1 g"
Sodio,"0,433 g"
Nutrition score - France,3
Nutri-Score,C
