Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Come vendutoper porzione (50 g)
Grassi,"18,4 g","9,2 g"
- Acidi Grassi saturi,"9,2 g","4,6 g"
Carboidrati,54 g,27 g
- Zuccheri,26 g,13 g
Fibra alimentare,"1,3 g","0,65 g"
Proteine,"6,8 g","3,4 g"
Sale,"0,44 g","0,22 g"
Sodio,"0,173 g","0,087 g"
Nutrition score - France,19,19
Nutri-Score,E,E
