Minerali,per porzione,% RDA
Calcio,"27,5 mg","2,7 %"
Rame,"0,3 mg","30,5 %"
Ferro,"2,3 mg","15,3 %"
Magnesio,"12,2 mg","4,1 %"
Manganese,"0,6 mg","30,5 %"
Fosforo,"115,9 mg","16,6 %"
Potassio,"183,0 mg","9,2 %"
Selenio,"< 0,1 mg","90,5 %"
Zinco,"1,4 mg","20,0 %"
