Minerali,per porzione,% RDA
Calcio,"65,8 mg","6,6 %"
Rame,"< 0,1 mg","3,2 %"
Ferro,"0,4 mg","2,9 %"
Magnesio,"6,2 mg","2,1 %"
Manganese,"< 0,1 mg","1,0 %"
Fosforo,"132,0 mg","18,9 %"
Potassio,"147,4 mg","7,4 %"
Selenio,"0,0 mg","0,0 %"
Zinco,"0,7 mg","10,3 %"
