,0,1,2,3,4,5
1,Categoria merceologica: 2005 - agliacee,,,,,
2,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
3,Contenuti in 100 g / unità,,,,,
4,COMPONENTI PRINCIPALI,,,,,
5,"Parte edibile, %",93,02,323,,
6,"Energia, ricalcolata, kJ",162,86,,,
7,"Energia, Ric con fibra, kJ",175,86,,,
8,"Energia, ricalcolata, kcal",38,86,,,
9,"Energia, Ric con fibra, kcal",41,86,,,
10,"Proteine totali, g",13,02,323,,
11,"Proteine animali, g",00,02,323,,
12,"Proteine vegetali, g",13,02,323,,
13,"Lipidi totali, g",01,02,323,,
14,"Lipidi animali, g",00,02,323,,
15,"Lipidi vegetali, g",01,02,323,,
16,"Colesterolo, mg",0,02,323,,
17,"Carboidrati disponibili (MSE), g",85,02,323,,
18,"Amido (MSE), g",00,02,323,,
19,"Carboidrati solubili (MSE), g",85,02,323,,
20,"Fibra alimentare totale, g",17,02,323,,
21,"Alcol, g",00,02,323,,
22,"Acqua, g",882,02,323,,
23,MINERALI ed ELEMENTI IN TRACCIA,,,,,
24,"Ferro, mg",04,02,323,,
25,"Calcio, mg",51,02,323,,
26,"Sodio, mg",13,03,6023,,per tutti i nutrienti 03/6023 non RIPR acqua=89g
27,"Potassio, mg",230,03,6023,,
28,"Fosforo, mg",48,02,323,,
29,"Zinco, mg",020,09,304,,per i nutrienti 09/304 non RIPR acqua=89g
30,VITAMINE IDROSOLUBILI,,,,,
31,"Vitamina B1, Tiamina, mg",005,02,323,,
32,"Vitamina B2, Riboflavina, mg",004,02,323,,
33,"Vitamina C, mg",6,02,323,,
34,"Niacina, mg",080,02,323,,
35,"Vitamina B6, mg",020,09,304,,
36,"Folati totali, µg",17,09,304,,
37,VITAMINE LIPOSOLUBILI,,,,,
38,Retinolo equivalente,,,,,
39,"Retinolo eq. (RE), µg",0,02,323,,
40,"Retinolo, µg",0,02,323,,
41,"ß-carotene eq., µg",0,02,323,,CALC
42,"Vitamina E (ATE), mg",031,09,304,,
43,"Vitamina D, µg",000,02,323,,
44,ACIDI GRASSI,,,,,
45,"Acidi grassi saturi totali, g",002,21,11282,,RIPR lip=0.16g saturi=0.026g 18:1=0.023g mono=0.023g 18:2=0.059g 18:3=0.003g altri PUFA=0 PUFA=0.062g
46,"Acidi grassi monoinsaturi totali, g",001,21,11282,,
47,"Acido oleico, g",001,21,11282,,
48,"Acidi grassi polinsaturi totali, g",004,21,11282,,
49,"Acido linoleico, g",004,21,11282,,
50,"Acido linolenico, g",tr,21,11282,,
51,"Altri acidi grassi polinsaturi, g",000,86,,,
