Minerali,per porzione,% RDA
Calcio,"27,0 mg","2,7 %"
Rame,"< 0,1 mg","5,3 %"
Ferro,"0,5 mg","3,1 %"
Magnesio,"22,5 mg","7,5 %"
Manganese,"0,1 mg","7,4 %"
Fosforo,"88,5 mg","12,6 %"
Potassio,"429,0 mg","21,5 %"
Selenio,"< 0,1 mg","4,0 %"
Zinco,"0,3 mg","4,7 %"
