,0,1,2,3
1,Proteine(%): 13,,,
2,Lisina:,354,2.72,
3,Istidina:,246,1.89,
4,Arginina:,513,3.95,
5,Acido aspartico:,633,4.87,
6,Treonina:,393,3.02,
7,Serina:,689,5.3,
8,Acido glutamico:,4122,31.71,
9,Prolina:,1271,9.78,
10,Glicina:,367,2.82,
11,Alanina:,415,3.19,
12,Cistina:,285,2.19,
13,Valina:,587,4.52,
14,Metionina:,239,1.84,
15,Isoleucina:,490,3.77,
16,Leucina:,897,6.9,
17,Tirosina:,339,2.61,
18,Fenilalanina:,593,4.56,
19,Triptofano:,126,0.97,
20,Indice Chimico:,47,,
21,Aminoacido limitante:,Lis.,,
