Valori nutrizionali,per porzione,% RDA
Valore calorico,53 kcal 221 kJ,"2,6 %"
Grassi,"4,0 g","6,1 %"
Grassi saturi,"1,4 g","6,4 %"
Grassi monoinsaturi,"1,8 g","6,3 %"
Grassi polinsaturi,"0,4 g","2,4 %"
Carboidrati,"0,6 g","0,2 %"
Zuccheri,"0,5 g","1,1 %"
Proteine,"3,5 g","4,8 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"10,6 mg","35,3 %"
Sodio,"0,3 g","< 0,1 %"
Acqua,"14,0 g","0,7 %"
