,0,1,2
0,Composizione chimica,valore per 100g,RDA (%)
1,Parte edibile,100%,-
2,Acqua,"74,70g",-
3,Carboidrati disponibili,"1,90g",-
4,Carboidrati complessi,0,-
5,Zuccheri solubili,0,-
6,Proteine,17g,-
7,Grassi (Lipidi),"3,50g",-
8,Saturi totali,"1,41g",-
9,Monoinsaturi totali,"1,55g",-
10,Polinsaturi totali,"0,22g",-
11,Colesterolo,0,-
12,Fibra totale,0,-
13,Fibra solubile,0,-
14,Fibra insolubile,0,-
15,Alcol (g),0,-
16,Sodio,"2,10mg",0.14% RDA
17,Potassio,325mg,6.91% RDA
18,Ferro,"0,52mg",6.50% RDA
19,Calcio,7mg,0.70% RDA
20,Fosforo,132mg,18.86% RDA
21,Magnesio,13mg,3.10% RDA
22,Zinco,"1,15mg",10.45% RDA
23,Rame,"0,08mg",8% RDA
24,Selenio,0,0% RDA
25,Tiamina (Vit. B1),"0,70mg",58.33% RDA
26,Riboflavina (Vit. B2),"0,13mg",10% RDA
27,Niacina (Vit. B3 o PP),"4,60mg",28.75% RDA
28,Vitamina A retinolo eq.,0,0% RDA
29,Vitamina C,0,0% RDA
30,Vitamina E,0,0% RDA
31,Vitamina B6,"0,39mg",30% RDA
32,Vitamina B12,"0,09µg",3.75% RDA
33,Manganese,"0,01mg",0.43% RDA
