Minerali,per porzione,% RDA
Calcio,"12,2 mg","1,2 %"
Rame,"0,1 mg","12,2 %"
Ferro,"2,7 mg","18,0 %"
Magnesio,"106,1 mg","35,4 %"
Manganese,"< 0,1 mg","2,4 %"
Fosforo,"669,1 mg","95,6 %"
Potassio,"1.093,4 mg","54,7 %"
Selenio,"0,1 mg","496,4 %"
Zinco,"1,6 mg","23,3 %"
