Minerali,per porzione,% RDA
Calcio,"183,0 mg","18,3 %"
Rame,"0,2 mg","19,9 %"
Ferro,"5,1 mg","33,7 %"
Magnesio,"40,5 mg","13,5 %"
Manganese,"0,3 mg","15,6 %"
Fosforo,"401,3 mg","57,3 %"
Potassio,"345,0 mg","17,2 %"
Selenio,"< 0,1 mg","114,4 %"
Zinco,"5,4 mg","76,7 %"
