Minerali,per porzione,% RDA
Calcio,"111,3 mg","11,1 %"
Rame,"0,3 mg","31,0 %"
Ferro,"2,1 mg","13,8 %"
Magnesio,"47,7 mg","15,9 %"
Manganese,"1,0 mg","47,7 %"
Fosforo,"333,9 mg","47,7 %"
Potassio,"604,2 mg","30,2 %"
Selenio,"< 0,1 mg","66,8 %"
Zinco,"1,2 mg","17,0 %"
