,0,1,2
1,Parte edibile (%):,100,
2,Acqua (g):,2.3,
3,Proteine (g):,5.6,
4,Lipidi(g):,62,
5,Colesterolo (mg):,0,
6,Carboidrati disponibili (g):,6.4,
7,Amido (g):,0,
8,Zuccheri solubili (g):,6.4,
9,Fibra totale (g):,13.7,
10,Fibra solubile (g):,,
11,Fibra insolubile (g):,,
12,Alcol (g):,0,
13,Energia (kcal):,604,
14,Energia (kJ):,2529,
15,Sodio (mg):,28,
16,Potassio (mg):,660,
17,Ferro (mg):,3.6,
18,Calcio (mg):,23,
19,Fosforo (mg):,160,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,0.03,
25,Riboflavina (mg):,0.05,
26,Niacina (mg):,0.9,
27,Vitamina A retinolo eq. (µg):,0,
28,Vitamina C (mg):,0,
29,Vitamina E (mg):,,
